Protein	Protein ID	Entry Name	Gene	Protein Length	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	GLP1R_3PA_GLP1_1 Spectral Count	GLP1R_3PA_GLP1_2 Spectral Count	GLP1R_3PA_GLP1_3 Spectral Count	GLP1R_3PA_GLP1_4 Spectral Count	GLP1R_3PA_VEH_1 Spectral Count	GLP1R_3PA_VEH_2 Spectral Count	GLP1R_3PA_VEH_3 Spectral Count	GLP1R_3PA_VEH_4 Spectral Count	GLP1R_WT_GLP1_1 Spectral Count	GLP1R_WT_GLP1_2 Spectral Count	GLP1R_WT_GLP1_3 Spectral Count	GLP1R_WT_GLP1_4 Spectral Count	GLP1R_WT_VEH_1 Spectral Count	GLP1R_WT_VEH_2 Spectral Count	GLP1R_WT_VEH_3 Spectral Count	GLP1R_WT_VEH_4 Spectral Count	NEG_1 Spectral Count	GLP1R_3PA_GLP1_1 Unique Spectral Count	GLP1R_3PA_GLP1_2 Unique Spectral Count	GLP1R_3PA_GLP1_3 Unique Spectral Count	GLP1R_3PA_GLP1_4 Unique Spectral Count	GLP1R_3PA_VEH_1 Unique Spectral Count	GLP1R_3PA_VEH_2 Unique Spectral Count	GLP1R_3PA_VEH_3 Unique Spectral Count	GLP1R_3PA_VEH_4 Unique Spectral Count	GLP1R_WT_GLP1_1 Unique Spectral Count	GLP1R_WT_GLP1_2 Unique Spectral Count	GLP1R_WT_GLP1_3 Unique Spectral Count	GLP1R_WT_GLP1_4 Unique Spectral Count	GLP1R_WT_VEH_1 Unique Spectral Count	GLP1R_WT_VEH_2 Unique Spectral Count	GLP1R_WT_VEH_3 Unique Spectral Count	GLP1R_WT_VEH_4 Unique Spectral Count	NEG_1 Unique Spectral Count	GLP1R_3PA_GLP1_1 Total Spectral Count	GLP1R_3PA_GLP1_2 Total Spectral Count	GLP1R_3PA_GLP1_3 Total Spectral Count	GLP1R_3PA_GLP1_4 Total Spectral Count	GLP1R_3PA_VEH_1 Total Spectral Count	GLP1R_3PA_VEH_2 Total Spectral Count	GLP1R_3PA_VEH_3 Total Spectral Count	GLP1R_3PA_VEH_4 Total Spectral Count	GLP1R_WT_GLP1_1 Total Spectral Count	GLP1R_WT_GLP1_2 Total Spectral Count	GLP1R_WT_GLP1_3 Total Spectral Count	GLP1R_WT_GLP1_4 Total Spectral Count	GLP1R_WT_VEH_1 Total Spectral Count	GLP1R_WT_VEH_2 Total Spectral Count	GLP1R_WT_VEH_3 Total Spectral Count	GLP1R_WT_VEH_4 Total Spectral Count	NEG_1 Total Spectral Count	GLP1R_3PA_GLP1_1 Intensity	GLP1R_3PA_GLP1_2 Intensity	GLP1R_3PA_GLP1_3 Intensity	GLP1R_3PA_GLP1_4 Intensity	GLP1R_3PA_VEH_1 Intensity	GLP1R_3PA_VEH_2 Intensity	GLP1R_3PA_VEH_3 Intensity	GLP1R_3PA_VEH_4 Intensity	GLP1R_WT_GLP1_1 Intensity	GLP1R_WT_GLP1_2 Intensity	GLP1R_WT_GLP1_3 Intensity	GLP1R_WT_GLP1_4 Intensity	GLP1R_WT_VEH_1 Intensity	GLP1R_WT_VEH_2 Intensity	GLP1R_WT_VEH_3 Intensity	GLP1R_WT_VEH_4 Intensity	NEG_1 Intensity	GLP1R_3PA_GLP1_1 MaxLFQ Intensity	GLP1R_3PA_GLP1_2 MaxLFQ Intensity	GLP1R_3PA_GLP1_3 MaxLFQ Intensity	GLP1R_3PA_GLP1_4 MaxLFQ Intensity	GLP1R_3PA_VEH_1 MaxLFQ Intensity	GLP1R_3PA_VEH_2 MaxLFQ Intensity	GLP1R_3PA_VEH_3 MaxLFQ Intensity	GLP1R_3PA_VEH_4 MaxLFQ Intensity	GLP1R_WT_GLP1_1 MaxLFQ Intensity	GLP1R_WT_GLP1_2 MaxLFQ Intensity	GLP1R_WT_GLP1_3 MaxLFQ Intensity	GLP1R_WT_GLP1_4 MaxLFQ Intensity	GLP1R_WT_VEH_1 MaxLFQ Intensity	GLP1R_WT_VEH_2 MaxLFQ Intensity	GLP1R_WT_VEH_3 MaxLFQ Intensity	GLP1R_WT_VEH_4 MaxLFQ Intensity	NEG_1 MaxLFQ Intensity	Indistinguishable Proteins
sp|P83883|RL36A_RAT	P83883	RL36A_RAT	Rpl36a	106	Rattus norvegicus	1:Experimental evidence at protein level	Large ribosomal subunit protein eL42	1.0	0.9986	2	16	0	16	1	1	0	1	1	0	1	1	2	0	1	0	1	2	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	0	1	1	2	0	1	0	1	2	1	2	1	32798.348	36354.2	32696.984	31050.834	46645.32	19292.902	35636.895	43223.793	27434.418	19274.31	29676.121	17698.479	33573.38	43528.78	49887.55	51553.777	33155.15	32798.348	36354.2	32696.984	31050.834	46645.32	19292.902	35636.895	43223.793	27434.418	19274.31	29676.121	17698.479	33573.38	43528.78	49887.55	51553.777	33155.15	tr|A0ABK0LZ91|A0ABK0LZ91_RAT, tr|A0ABK0M946|A0ABK0M946_RAT, tr|M0R7E5|M0R7E5_RAT
sp|P83888|TBG1_RAT	P83888	TBG1_RAT	Tubg1	451	Rattus norvegicus	1:Experimental evidence at protein level	Tubulin gamma-1 chain	1.0	0.999	2	17	13	17	1	0	0	1	0	2	2	0	1	1	1	1	1	2	1	3	0	1	0	0	1	0	1	2	0	0	1	1	1	1	1	1	2	0	1	0	0	1	0	2	2	0	1	1	1	1	1	2	1	3	0	46296.305	33333.59	43353.11	51108.812	35533.664	44367.79	35403.61	22255.314	24856.844	55697.76	52142.695	41698.938	53291.758	23496.828	49254.67	42117.04	46898.395	25056.447	38732.707	23814.084	28094.271	18367.238	24061.45	17467.938	25860.059	28882.963	30614.72	28155.244	22036.5	29295.277	23755.422	25921.885	22805.82	25614.084	
sp|P83941|ELOC_RAT	P83941	ELOC_RAT	Eloc	112	Rattus norvegicus	1:Experimental evidence at protein level	Elongin-C	1.0	0.999	4	94	0	94	3	3	4	4	3	7	8	3	5	4	8	4	8	7	8	9	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	4	4	3	7	8	3	5	4	8	4	8	7	8	9	6	163914.62	159904.56	157366.25	110018.14	155987.77	165871.73	164557.81	158972.9	215562.69	234081.1	233516.1	213307.12	239201.81	238682.42	249308.0	258926.06	111308.305	90204.375	89307.3	98172.14	94933.64	89113.266	94060.445	93960.195	88948.6	122706.02	130788.11	131356.11	135162.89	119086.23	119413.09	126431.805	126869.25	73903.23	tr|A0ABK0L7Z2|A0ABK0L7Z2_RAT, tr|A0ABK0LAA5|A0ABK0LAA5_RAT, tr|A0ABK0LNF5|A0ABK0LNF5_RAT, tr|A0ABK0LQB6|A0ABK0LQB6_RAT, tr|A0ABK0M532|A0ABK0M532_RAT
sp|P83953|IMA5_RAT	P83953	IMA5_RAT	Kpna1	538	Rattus norvegicus	1:Experimental evidence at protein level	Importin subunit alpha-5	0.9995	0.999	5	3	0	35	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	2	2	2	1	2	1	2	3	1	1	4	3	4	4	0	11062.646	0.0	17748.299	16533.672	0.0	12948.147	16673.525	14891.462	18326.955	14349.549	0.0	17751.37	9389.374	16956.738	18584.502	0.0	15646.486	11062.646	0.0	17748.299	16533.672	0.0	12948.147	16673.525	14891.462	18326.955	14349.549	0.0	17751.37	9389.374	16956.738	18584.502	0.0	15646.486	tr|A0A0G2K0T0|A0A0G2K0T0_RAT, tr|A0A8I6AKK8|A0A8I6AKK8_RAT
sp|P84082|ARF2_RAT	P84082	ARF2_RAT	Arf2	181	Rattus norvegicus	2:Experimental evidence at transcript level	ADP-ribosylation factor 2	1.0	0.999	8	176	0	446	13	11	9	11	10	9	10	10	9	11	11	10	8	14	13	11	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	29	26	27	25	28	26	28	26	23	25	27	24	30	27	28	18	982603.44	1017284.06	902064.94	978622.94	855244.5	900948.8	883410.3	914364.2	1013936.56	1106085.5	1012679.1	1106309.8	1002325.94	1013863.9	989879.2	1140806.9	705791.44	530261.25	567287.9	502365.28	530451.94	467703.7	499800.97	498200.66	501571.2	569442.5	601234.75	554785.8	585348.7	548030.2	557681.94	547732.44	613779.56	456135.62	tr|A0A8I5ZKF2|A0A8I5ZKF2_RAT
sp|P84083|ARF5_RAT	P84083	ARF5_RAT	Arf5	180	Rattus norvegicus	1:Experimental evidence at protein level	ADP-ribosylation factor 5	1.0	0.999	9	117	0	408	5	5	7	6	6	8	7	7	8	6	5	6	7	9	8	11	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	24	25	23	22	28	25	26	26	20	20	25	24	26	23	29	19	444508.2	443356.2	432079.78	428083.1	435423.6	469492.7	412100.6	463210.2	509727.47	500586.7	520732.34	499608.5	517904.12	482966.47	496345.47	475636.97	372600.66	274570.4	274517.1	312683.5	302173.88	273640.56	293168.22	300625.7	312322.34	328979.28	320652.84	358015.12	337158.03	334226.3	316180.34	332814.62	339372.94	260027.3	tr|A0A8L2Q5I9|A0A8L2Q5I9_RAT
sp|P84087|CPLX2_RAT	P84087	CPLX2_RAT	Cplx2	134	Rattus norvegicus	1:Experimental evidence at protein level	Complexin-2	1.0	0.9988	2	20	11	20	0	0	0	0	1	2	0	1	0	2	5	0	1	4	1	3	0	0	0	0	0	0	0	0	1	0	2	2	0	1	2	1	2	0	0	0	0	0	1	2	0	1	0	2	5	0	1	4	1	3	0	18000.336	13778.7	18874.516	20346.906	19796.703	21254.715	22850.809	22187.656	28107.027	29361.01	33075.566	25771.137	25330.625	32267.695	33364.453	31678.984	9662.43	10113.837	14322.682	10878.172	11714.263	11208.466	12323.69	13250.088	12605.513	16293.126	17013.11	19181.598	14803.096	14669.857	18673.457	18788.902	17949.79	10043.901	
sp|P84092|AP2M1_RAT	P84092	AP2M1_RAT	Ap2m1	435	Rattus norvegicus	1:Experimental evidence at protein level	AP-2 complex subunit mu	0.9985	0.9984	1	5	0	5	0	0	0	0	0	1	1	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	1	1	0	0	0	13688.223	10744.595	12299.646	7882.217	13945.396	9208.1875	7913.821	0.0	10631.65	0.0	13253.304	0.0	10384.6	10293.143	10234.834	8693.819	14698.411	13688.223	10744.595	12299.646	7882.217	13945.396	9208.1875	7913.821	0.0	10631.65	0.0	13253.304	0.0	10384.6	10293.143	10234.834	8693.819	14698.411	tr|A0A140TAH5|A0A140TAH5_RAT, tr|A0A8I5ZME4|A0A8I5ZME4_RAT
sp|P84100|RL19_RAT	P84100	RL19_RAT	Rpl19	196	Rattus norvegicus	1:Experimental evidence at protein level	Large ribosomal subunit protein eL19	1.0	0.999	5	191	0	191	12	9	10	11	13	9	14	10	10	9	10	8	13	16	9	15	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	9	10	11	13	9	14	10	10	9	10	8	13	16	9	15	13	281398.62	353920.28	346243.94	312983.84	371112.66	376166.06	346227.53	336662.16	251367.7	288188.25	600827.4	302291.3	462364.53	509089.1	552833.56	558064.1	239028.73	147901.45	192009.47	177429.25	163493.6	177838.7	179918.94	175753.55	175367.27	130280.99	147372.47	161128.5	152577.33	142107.95	146916.19	152283.78	161285.25	133782.94	tr|A0A8I6G776|A0A8I6G776_RAT, tr|A0ABK0M4Y3|A0ABK0M4Y3_RAT
sp|P84245|H33_RAT	P84245	H33_RAT	H3-3b	136	Rattus norvegicus	1:Experimental evidence at protein level	Histone H3.3	0.9986	0.999	2	2	0	39	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	2	2	2	2	2	2	2	4	2	3	2	2	2	2	2	0	23031.28	0.0	0.0	4953.007	0.0	0.0	9025.28	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23031.28	0.0	0.0	4953.007	0.0	0.0	9025.28	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	tr|A0A8I6A289|A0A8I6A289_RAT, tr|A0A8I6A9Y9|A0A8I6A9Y9_RAT, tr|D3ZK97|D3ZK97_RAT
sp|P84586|RMXRL_RAT	P84586	RMXRL_RAT	Rbmxrtl	388	Rattus norvegicus	1:Experimental evidence at protein level	RNA-binding motif protein, X chromosome retrogene-like	1.0	0.999	7	242	0	242	16	18	13	14	15	12	16	18	13	12	13	11	13	14	15	14	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	18	13	14	15	12	16	18	13	12	13	11	13	14	15	14	15	875789.06	832800.4	833011.3	856257.7	870103.25	878500.06	1087365.6	1138025.4	874305.3	790448.75	817679.56	768770.8	944577.6	881102.06	999473.44	806569.25	1085898.1	458675.94	382753.03	382721.38	403163.44	384899.3	387754.94	499548.22	566909.0	403496.16	368450.53	382149.4	338487.8	410598.9	395741.25	446223.97	357230.53	445761.3	tr|A0A8I5ZN66|A0A8I5ZN66_RAT
sp|P84817|FIS1_RAT	P84817	FIS1_RAT	Fis1	152	Rattus norvegicus	1:Experimental evidence at protein level	Mitochondrial fission 1 protein	1.0	0.999	2	27	16	27	1	1	1	2	2	1	2	1	2	2	1	3	2	1	2	3	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	2	2	1	2	1	2	2	1	3	2	1	2	3	0	46699.863	32017.824	38507.434	16225.817	26493.66	10699.796	32153.188	32318.129	37145.234	17882.281	36235.363	52865.367	38770.133	14452.834	45507.617	41787.72	14730.086	26830.291	16695.248	21125.66	36539.16	15531.884	24095.03	18255.979	16845.633	24012.52	40269.375	19011.164	33117.047	23847.674	32546.55	27557.564	27059.947	11601.744	
sp|P84903|STIM1_RAT	P84903	STIM1_RAT	Stim1	685	Rattus norvegicus	1:Experimental evidence at protein level	Stromal interaction molecule 1	1.0	0.9966	3	18	0	18	1	1	1	0	1	1	0	2	1	1	1	2	2	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	1	0	2	1	1	1	2	2	1	0	3	0	13787.251	17146.96	30727.016	28751.422	32501.238	15878.09	17256.795	29584.986	22521.096	40002.547	17994.594	20730.14	49507.332	45403.465	15761.058	43439.812	4926.0283	14743.924	18336.758	15935.131	14587.748	15550.5205	15476.251	18454.213	14967.29	24083.795	19030.47	19243.207	22168.568	19208.242	18702.477	16854.69	18661.324	5267.8364	tr|A0A1B0GWQ1|A0A1B0GWQ1_RAT, tr|A0ABK0M0K2|A0ABK0M0K2_RAT
sp|P85007|IR3IP_RAT	P85007	IR3IP_RAT	Ier3ip1	82	Rattus norvegicus	3:Protein inferred from homology	Immediate early response 3-interacting protein 1	0.9778	0.999	1	18	0	18	1	1	0	2	1	1	2	2	0	1	1	0	2	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	2	1	1	2	2	0	1	1	0	2	2	1	1	0	42190.62	43317.918	0.0	51494.484	39031.26	42300.71	45291.17	43764.336	39680.926	44500.543	43753.42	40680.605	43019.59	41651.81	36578.062	45330.89	31384.406	42190.62	43317.918	0.0	51494.484	39031.26	42300.71	45291.17	43764.336	39680.926	44500.543	43753.42	40680.605	43019.59	41651.81	36578.062	45330.89	31384.406	tr|A0A8I5ZPV4|A0A8I5ZPV4_RAT, tr|Q6QI86|Q6QI86_RAT
sp|P85108|TBB2A_RAT	P85108	TBB2A_RAT	Tubb2a	445	Rattus norvegicus	1:Experimental evidence at protein level	Tubulin beta-2A chain	1.0	0.999	20	168	0	1226	8	11	8	8	8	13	11	11	9	9	13	10	8	10	9	15	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69	71	66	65	67	69	79	73	62	75	75	75	73	84	77	88	58	939964.1	468939.34	345287.2	390570.75	919926.4	642059.5	406585.75	536880.25	435161.34	502062.62	459218.25	784452.1	600396.2	492566.62	495018.12	540805.8	634725.6	277138.62	272326.75	246345.31	235985.17	252598.36	253930.0	244118.14	252603.22	255315.22	313911.53	286209.62	315987.03	244324.95	283613.66	279629.2	310961.5	189359.58	tr|A0A8L2R4U4|A0A8L2R4U4_RAT
sp|P85515|ACTZ_RAT	P85515	ACTZ_RAT	Actr1a	376	Rattus norvegicus	1:Experimental evidence at protein level	Alpha-centractin	1.0	0.999	10	122	0	122	3	5	7	7	7	8	8	7	7	6	7	7	8	10	13	10	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	5	7	7	7	8	8	7	7	6	7	7	8	10	13	10	2	226201.03	247157.8	247860.11	290545.72	249260.97	250674.56	257367.14	275264.56	291711.53	326068.88	337077.44	306869.5	334686.03	329419.88	375653.25	339219.44	190640.14	71168.89	78025.3	74543.65	80936.89	72637.65	80320.695	72428.94	77343.8	90229.766	93945.93	92851.45	92783.33	96831.4	92225.12	92641.336	94494.234	66147.83	
sp|P85834|EFTU_RAT	P85834	EFTU_RAT	Tufm	452	Rattus norvegicus	1:Experimental evidence at protein level	Elongation factor Tu, mitochondrial	1.0	0.999	17	329	9	329	13	16	20	15	16	17	20	23	18	18	20	18	20	26	24	22	23	0	1	0	0	0	1	0	3	0	0	0	0	0	1	1	1	1	13	16	20	15	16	17	20	23	18	18	20	18	20	26	24	22	23	585762.25	705771.4	644392.6	671819.56	605620.75	652330.1	626187.8	711190.9	695448.8	767695.2	763405.75	685736.25	757615.75	715782.2	745814.56	646898.44	596286.06	100759.53	110623.14	107512.87	103533.02	100143.45	99267.836	107712.02	106503.59	107009.2	103726.26	106032.836	106076.9	113312.625	106056.28	112456.586	108814.875	105674.89	
sp|P85970|ARPC2_RAT	P85970	ARPC2_RAT	Arpc2	300	Rattus norvegicus	1:Experimental evidence at protein level	Actin-related protein 2/3 complex subunit 2	1.0	0.9979	6	14	0	14	6	0	2	2	0	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	2	2	0	2	1	1	0	0	0	0	0	0	0	0	0	83869.81	50065.617	50682.188	56656.1	53474.586	47602.83	52385.504	48267.438	27498.082	11786.258	7880.7266	29853.35	4524.915	10875.475	15924.877	11460.484	64751.453	15907.696	11952.667	11919.92	12924.52	10096.982	11931.899	10002.656	10791.767	10487.215	6928.3203	7722.6396	12217.653	6800.611	7645.37	11042.976	8192.738	11594.469	tr|A0A0H2UHL5|A0A0H2UHL5_RAT
sp|P97521|MCAT_RAT	P97521	MCAT_RAT	Slc25a20	301	Rattus norvegicus	1:Experimental evidence at protein level	Mitochondrial carnitine/acylcarnitine carrier protein	1.0	0.999	2	13	0	13	1	0	1	0	0	0	1	1	1	1	0	0	0	2	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	1	1	1	0	0	0	2	0	4	1	9595.902	17892.682	26795.754	9456.225	21536.074	25957.398	27046.176	26115.84	19467.535	25246.064	26105.203	22647.512	23338.352	27932.102	26747.816	17118.178	44351.023	12046.821	17752.809	14756.456	11871.468	12010.467	14499.87	14992.634	14497.75	10720.271	13547.038	13971.553	11628.548	12860.778	15297.527	15138.306	21490.383	25012.191	tr|A6I375|A6I375_RAT
sp|P97532|THTM_RAT	P97532	THTM_RAT	Mpst	297	Rattus norvegicus	1:Experimental evidence at protein level	3-mercaptopyruvate sulfurtransferase	1.0	0.999	4	24	24	24	1	1	0	0	2	1	1	3	0	1	3	1	3	2	3	1	1	1	1	0	0	2	1	1	3	0	1	3	1	3	2	3	1	1	1	1	0	0	2	1	1	3	0	1	3	1	3	2	3	1	1	25625.9	36774.19	27601.885	30714.457	24967.9	28624.123	23526.098	40998.652	29788.965	41465.13	29348.062	29994.455	79755.086	44990.94	94718.44	63667.234	44282.742	26462.15	27610.607	28502.617	31716.762	25782.678	29558.213	24293.824	28773.96	30761.068	29517.012	30305.777	30973.264	27988.678	31402.232	32446.65	33317.168	25896.793	
sp|P97536|CAND1_RAT	P97536	CAND1_RAT	Cand1	1230	Rattus norvegicus	1:Experimental evidence at protein level	Cullin-associated NEDD8-dissociated protein 1	1.0	0.999	24	466	2	466	25	29	20	29	24	32	24	25	30	29	24	27	28	26	28	35	31	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	25	29	20	29	24	32	24	25	30	29	24	27	28	26	28	35	31	889087.2	974960.06	894065.9	956382.56	807957.4	910194.94	941435.3	866324.56	957280.56	921192.8	927341.75	922917.4	832349.75	987970.3	852138.56	1042730.06	733473.1	67885.75	73685.76	69354.516	72290.7	64420.293	68477.73	69288.51	65565.75	73457.12	78647.62	73125.28	77430.72	70770.73	75059.586	72586.516	77452.695	64821.902	
sp|P97612|FAAH1_RAT	P97612	FAAH1_RAT	Faah	579	Rattus norvegicus	1:Experimental evidence at protein level	Fatty-acid amide hydrolase 1	1.0	0.999	9	163	14	163	7	10	6	9	5	7	6	6	13	16	12	14	12	11	11	16	2	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	0	7	10	6	9	5	7	6	6	13	16	12	14	12	11	11	16	2	312717.12	310326.1	316635.2	317837.5	251495.34	343665.6	315075.62	309431.44	463419.06	504997.22	482950.16	522071.7	380116.12	452640.78	404029.9	475224.75	175067.78	119993.87	119445.33	117373.17	120055.234	107914.94	122858.04	122277.91	112906.83	190583.22	196501.88	188045.06	200936.69	168499.14	170838.77	178438.48	180617.42	65109.48	
sp|P97629|LCAP_RAT	P97629	LCAP_RAT	Lnpep	1025	Rattus norvegicus	1:Experimental evidence at protein level	Leucyl-cystinyl aminopeptidase	1.0	0.999	5	15	0	15	1	0	0	1	1	0	0	2	1	1	1	1	1	2	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	2	1	1	1	1	1	2	1	2	0	29300.785	21154.504	23924.812	42692.805	54173.062	38228.414	30522.082	29551.783	45064.61	32104.188	42879.434	58684.42	50816.34	36354.9	35842.457	58712.92	20210.861	16625.164	15775.15	18493.672	19143.521	16551.46	15626.242	16435.305	16344.309	20839.088	18497.744	16603.373	21397.027	17685.01	17439.533	16545.393	21314.402	7728.9844	tr|A0A0G2JUW8|A0A0G2JUW8_RAT, tr|A0A0G2JYN3|A0A0G2JYN3_RAT, tr|A0ABK0LYZ8|A0ABK0LYZ8_RAT
sp|P97633|KC1A_RAT	P97633	KC1A_RAT	Csnk1a1	325	Rattus norvegicus	2:Experimental evidence at transcript level	Casein kinase I isoform alpha	0.9996	0.999	8	15	15	103	0	0	0	1	1	2	2	0	0	0	1	1	0	2	2	2	1	0	0	0	1	1	2	2	0	0	0	1	1	0	2	2	2	1	6	4	4	5	10	12	8	3	5	5	4	8	3	7	5	8	6	19330.281	7200.016	12672.393	20519.244	19093.057	14803.356	17603.043	11454.079	15154.107	23690.172	14827.719	11776.109	11521.949	13757.387	13497.57	16589.758	23320.611	19330.281	7200.016	12672.393	20519.244	19093.057	14803.356	17603.043	11454.079	15154.107	23690.172	14827.719	11776.109	11521.949	13757.387	13497.57	16589.758	23320.611	
sp|P97686|NRCAM_RAT	P97686	NRCAM_RAT	Nrcam	1214	Rattus norvegicus	1:Experimental evidence at protein level	Neuronal cell adhesion molecule	0.9735	0.9988	1	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0.0	0.0	7907.132	19369.738	0.0	0.0	0.0	0.0	0.0	16067.249	39597.543	52865.02	41651.965	72795.48	27564.51	37675.887	0.0	0.0	0.0	7907.132	19369.738	0.0	0.0	0.0	0.0	0.0	16067.249	39597.543	52865.02	41651.965	72795.48	27564.51	37675.887	0.0	tr|A0A0G2JW27|A0A0G2JW27_RAT, tr|A0A0G2K498|A0A0G2K498_RAT, tr|A0A1W5DU98|A0A1W5DU98_RAT, tr|A0A8J8YHB8|A0A8J8YHB8_RAT, tr|A0ABK0L4I4|A0ABK0L4I4_RAT, tr|A0ABK0L782|A0ABK0L782_RAT, tr|A0ABK0LAY2|A0ABK0LAY2_RAT, tr|A0ABK0LBW3|A0ABK0LBW3_RAT, tr|A0ABK0LCP2|A0ABK0LCP2_RAT
sp|P97711|GRK6_RAT	P97711	GRK6_RAT	Grk6	576	Rattus norvegicus	1:Experimental evidence at protein level	G protein-coupled receptor kinase 6	0.9778	0.999	1	9	0	9	1	0	0	1	0	0	1	1	1	1	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	1	1	1	0	0	1	1	0	1	0	11937.68	9866.625	13555.949	11305.456	10152.168	12047.915	0.0	0.0	10437.069	12418.211	10962.982	9806.058	10786.955	9134.676	0.0	7716.174	13673.945	11937.68	9866.625	13555.949	11305.456	10152.168	12047.915	0.0	0.0	10437.069	12418.211	10962.982	9806.058	10786.955	9134.676	0.0	7716.174	13673.945	sp|Q62833|GRK5_RAT, tr|A0A8I5ZX64|A0A8I5ZX64_RAT, tr|A0A8I6GI07|A0A8I6GI07_RAT, tr|A0ABK0L927|A0ABK0L927_RAT, tr|A0ABK0LER5|A0ABK0LER5_RAT, tr|A0ABK0LSM1|A0ABK0LSM1_RAT, tr|A0ABK0M6I6|A0ABK0M6I6_RAT, tr|A6JIB2|A6JIB2_RAT, tr|F1LNP2|F1LNP2_RAT
sp|P97840|LEG9_RAT	P97840	LEG9_RAT	Lgals9	354	Rattus norvegicus	2:Experimental evidence at transcript level	Galectin-9	1.0	0.999	3	38	0	38	3	2	1	3	1	3	2	2	3	1	2	1	2	2	3	4	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	1	3	1	3	2	2	3	1	2	1	2	2	3	4	3	98848.516	71854.18	100860.67	101681.555	103275.086	113615.95	112079.016	116845.33	87037.164	92624.03	99290.91	98808.125	106596.47	103938.72	102031.89	111449.94	66117.76	42811.95	41408.39	43825.85	43992.543	44788.727	49917.234	48554.027	50695.66	35869.062	37404.168	42852.51	37774.6	46354.3	45114.21	44450.42	48277.555	38113.17	tr|A0A1W2Q608|A0A1W2Q608_RAT, tr|A0A1W2Q6B5|A0A1W2Q6B5_RAT, tr|A0A1W2Q6D2|A0A1W2Q6D2_RAT, tr|A0A8I6G4S4|A0A8I6G4S4_RAT, tr|G3V7N8|G3V7N8_RAT
sp|P97881|MUC13_RAT	P97881	MUC13_RAT	Muc13	547	Rattus norvegicus	2:Experimental evidence at transcript level	Mucin-13	1.0	0.999	2	27	27	27	2	1	1	2	2	1	2	2	0	1	3	1	1	1	2	3	2	2	1	1	2	2	1	2	2	0	1	3	1	1	1	2	3	2	2	1	1	2	2	1	2	2	0	1	3	1	1	1	2	3	2	14399.429	14734.585	13482.953	15888.773	14478.964	14674.253	15444.634	12909.233	12289.909	16426.826	13665.221	0.0	29634.727	26671.836	31420.45	27879.352	19149.168	14738.133	15081.173	13800.1	16262.51	14819.539	15019.422	15807.924	13212.885	12578.993	16813.219	13986.655	0.0	13530.726	14259.152	15737.876	13779.164	19599.596	
